image,supplied_split,similarity_aware_split,changed_split
Y_000713.jpg,train,train,False
Y_000714.jpg,train,train,False
Y_000715.jpg,train,train,False
Y_000716.jpg,val,val,False
Y_000717.jpg,train,train,False
Y_000720.jpg,val,val,False
Y_000721.jpg,val,val,False
Y_000722.jpg,train,train,False
Y_000723.jpg,train,train,False
Y_000724.jpg,train,train,False
Y_000725.jpg,train,train,False
Y_000726.jpg,train,train,False
Y_000727.jpg,train,train,False
Y_000728.jpg,train,train,False
Y_000729.jpg,train,train,False
Y_000730.jpg,train,train,False
Y_000731.jpg,train,train,False
Y_000732.jpg,train,train,False
Y_000733.jpg,train,train,False
Y_000734.jpg,train,train,False
Y_000735.jpg,val,val,False
Y_000736.jpg,train,train,False
Y_000737.jpg,train,train,False
Y_000738.jpg,train,train,False
Y_000739.jpg,train,train,False
Y_000740.jpg,train,train,False
Y_000741.jpg,train,train,False
Y_000742.jpg,train,train,False
Y_000743.jpg,train,train,False
Y_000744.jpg,val,val,False
Y_000745.jpg,train,train,False
Y_000746.jpg,train,train,False
Y_000747.jpg,train,train,False
Y_000748.jpg,train,train,False
Y_000749.jpg,train,train,False
Y_000750.jpg,train,train,False
Y_000751.jpg,train,train,False
Y_000752.jpg,train,train,False
Y_000753.jpg,train,train,False
Y_000754.jpg,train,train,False
Y_000755.jpg,train,train,False
Y_000756.jpg,train,train,False
Y_000757.jpg,train,train,False
Y_000758.jpg,train,train,False
Y_000759.jpg,train,train,False
Y_000760.jpg,train,train,False
Y_000761.jpg,train,train,False
Y_000762.jpg,train,train,False
Y_000763.jpg,train,train,False
Y_000764.jpg,train,train,False
Y_000765.jpg,train,train,False
Y_000766.jpg,train,train,False
Y_000767.jpg,train,train,False
Y_000768.jpg,train,train,False
Y_000769.jpg,train,train,False
Y_000770.jpg,train,train,False
Y_000771.jpg,train,train,False
Y_000772.jpg,val,val,False
Y_000773.jpg,train,train,False
Y_000774.jpg,train,train,False
Y_000775.jpg,train,train,False
Y_000776.jpg,train,train,False
Y_000777.jpg,train,train,False
Y_000778.jpg,val,val,False
Y_000779.jpg,val,val,False
Y_000780.jpg,train,train,False
Y_000781.jpg,train,train,False
Y_000782.jpg,train,train,False
Y_000783.jpg,train,train,False
Y_000784.jpg,val,val,False
Y_000785.jpg,train,train,False
Y_000786.jpg,train,train,False
Y_000787.jpg,train,train,False
Y_000788.jpg,train,train,False
Y_000789.jpg,train,train,False
Y_000790.jpg,val,val,False
Y_000791.jpg,train,train,False
Y_000792.jpg,train,train,False
Y_000793.jpg,train,train,False
Y_000794.jpg,train,train,False
Y_000795.jpg,train,train,False
Y_000796.jpg,train,train,False
Y_000797.jpg,train,train,False
Y_000798.jpg,train,train,False
Y_000799.jpg,train,train,False
Y_000800.jpg,val,val,False
Y_000802.jpg,val,val,False
Y_000803.jpg,train,train,False
Y_000804.jpg,train,train,False
Y_000805.jpg,train,train,False
Y_000806.jpg,train,train,False
Y_000807.jpg,train,train,False
Y_000809.jpg,train,train,False
Y_000810.jpg,train,train,False
Y_000811.jpg,train,train,False
Y_000812.jpg,val,val,False
Y_000813.jpg,val,val,False
Y_000814.jpg,train,train,False
Y_000815.jpg,train,train,False
Y_000816.jpg,val,val,False
Y_000817.jpg,train,train,False
Y_000818.jpg,train,train,False
Y_000821.jpg,val,val,False
Y_000822.jpg,train,train,False
Y_000823.jpg,train,train,False
Y_000824.jpg,train,train,False
Y_000825.jpg,train,train,False
Y_000826.jpg,train,train,False
Y_000827.jpg,val,val,False
Y_000828.jpg,train,train,False
Y_000829.jpg,train,train,False
Y_000830.jpg,train,train,False
Y_000831.jpg,val,val,False
Y_000832.jpg,val,val,False
Y_000833.jpg,val,val,False
Y_000834.jpg,val,val,False
Y_000837.jpg,train,train,False
Y_000838.jpg,train,train,False
Y_000839.jpg,val,val,False
Y_000840.jpg,train,train,False
Y_000841.jpg,train,train,False
Y_000842.jpg,train,train,False
Y_000843.jpg,train,train,False
Y_000844.jpg,train,train,False
Y_000845.jpg,train,train,False
Y_000846.jpg,val,val,False
Y_000847.jpg,train,train,False
Y_000848.jpg,val,val,False
Y_000849.jpg,val,val,False
Y_000850.jpg,train,train,False
Y_000851.jpg,train,train,False
Y_000852.jpg,train,train,False
Y_000853.jpg,train,train,False
Y_000854.jpg,train,train,False
Y_000855.jpg,val,val,False
Y_000856.jpg,val,val,False
Y_000857.jpg,train,train,False
Y_000858.jpg,train,train,False
Y_000859.jpg,train,train,False
Y_000860.jpg,train,train,False
Y_000861.jpg,train,train,False
Y_000862.jpg,train,train,False
Y_000863.jpg,val,val,False
Y_000864.jpg,train,train,False
Y_000865.jpg,train,train,False
Y_000866.jpg,train,train,False
Y_000867.jpg,train,train,False
Y_000868.jpg,train,train,False
Y_000869.jpg,val,val,False
Y_000870.jpg,train,train,False
Y_000871.jpg,train,train,False
Y_000872.jpg,train,train,False
Y_000873.jpg,train,train,False
Y_000874.jpg,train,train,False
Y_000876.jpg,train,train,False
Y_000877.jpg,train,train,False
Y_000878.jpg,train,train,False
Y_000879.jpg,train,train,False
Y_000880.jpg,train,train,False
Y_000881.jpg,train,train,False
Y_000882.jpg,train,train,False
Y_000883.jpg,val,val,False
Y_000884.jpg,train,train,False
Y_000885.jpg,train,train,False
Y_000886.jpg,train,train,False
Y_000887.jpg,train,train,False
Y_000888.jpg,train,train,False
Y_000889.jpg,val,val,False
Y_000890.jpg,val,val,False
Y_000891.jpg,train,train,False
Y_000892.jpg,train,train,False
Y_000894.jpg,train,train,False
Y_000895.jpg,train,train,False
Y_000896.jpg,train,train,False
Y_000897.jpg,train,train,False
Y_000898.jpg,train,train,False
Y_000899.jpg,train,train,False
Y_000900.jpg,val,val,False
Y_000902.jpg,val,val,False
Y_000903.jpg,train,train,False
Y_000904.jpg,train,train,False
Y_000905.jpg,val,val,False
Y_000906.jpg,train,train,False
Y_000907.jpg,train,train,False
Y_000908.jpg,val,val,False
Y_000909.jpg,train,train,False
Y_000910.jpg,train,train,False
Y_000911.jpg,val,val,False
Y_000912.jpg,train,train,False
Y_000913.jpg,train,train,False
Y_000914.jpg,train,train,False
Y_000915.jpg,train,train,False
Y_000916.jpg,val,val,False
Y_000917.jpg,train,train,False
Y_000918.jpg,train,train,False
Y_000919.jpg,train,train,False
Y_000920.jpg,train,train,False
Y_000921.jpg,train,train,False
Y_000922.jpg,val,val,False
Y_000923.jpg,train,train,False
Y_000924.jpg,val,val,False
Y_000925.jpg,train,train,False
Y_000926.jpg,val,val,False
Y_000927.jpg,train,train,False
Y_000928.jpg,train,train,False
Y_000929.jpg,train,train,False
Y_000930.jpg,val,val,False
Y_000931.jpg,val,val,False
Y_000932.jpg,train,train,False
Y_000933.jpg,train,train,False
Y_000934.jpg,train,train,False
Y_000935.jpg,train,train,False
Y_000936.jpg,train,train,False
Y_000937.jpg,val,val,False
Y_000938.jpg,train,train,False
Y_000939.jpg,train,train,False
Y_000940.jpg,val,val,False
Y_000941.jpg,train,train,False
Y_000942.jpg,train,train,False
Y_000943.jpg,train,train,False
Y_000944.jpg,train,train,False
Y_000945.jpg,train,train,False
Y_000947.jpg,train,train,False
Y_000949.jpg,train,train,False
Y_000950.jpg,train,train,False
Y_000951.jpg,val,val,False
Y_000952.jpg,train,train,False
Y_000953.jpg,train,train,False
Y_000954.jpg,train,train,False
Y_000955.jpg,train,train,False
Y_000956.jpg,train,train,False
Y_000957.jpg,train,train,False
Y_000958.jpg,val,val,False
Y_000959.jpg,val,val,False
Y_000960.jpg,val,val,False
Y_000964.jpg,train,train,False
Y_000967.jpg,train,train,False
Y_000969.jpg,train,train,False
Y_000970.jpg,train,train,False
Y_000971.jpg,train,train,False
Y_000972.jpg,train,train,False
Y_000973.jpg,train,train,False
Y_000974.jpg,train,train,False
Y_000975.jpg,train,train,False
Y_000976.jpg,train,train,False
Y_000977.jpg,train,train,False
Y_000978.jpg,train,train,False
Y_000979.jpg,train,train,False
Y_000980.jpg,train,train,False
Y_000981.jpg,train,train,False
Y_000982.jpg,train,train,False
Y_000983.jpg,val,val,False
Y_000984.jpg,train,train,False
Y_000985.jpg,train,train,False
Y_000986.jpg,val,val,False
Y_000987.jpg,val,val,False
Y_000988.jpg,train,train,False
Y_000989.jpg,train,train,False
Y_000990.jpg,train,train,False
Y_000991.jpg,train,train,False
Y_000992.jpg,train,train,False
Y_000994.jpg,train,train,False
Y_000995.jpg,val,val,False
Y_000996.jpg,train,train,False
Y_000997.jpg,train,train,False
Y_000998.jpg,train,train,False
Y_000999.jpg,train,train,False
Y_001000.jpg,val,val,False
Y_001001.jpg,train,train,False
Y_001002.jpg,train,train,False
Y_001003.jpg,train,train,False
Y_001004.jpg,val,val,False
Y_001005.jpg,train,train,False
Y_001006.jpg,train,train,False
Y_001007.jpg,train,train,False
Y_001008.jpg,train,train,False
Y_001009.jpg,val,val,False
Y_001010.jpg,train,train,False
Y_001011.jpg,train,train,False
Y_001012.jpg,train,train,False
Y_001013.jpg,train,train,False
Y_001014.jpg,train,train,False
Y_001017.jpg,train,train,False
Y_001018.jpg,train,train,False
Y_001019.jpg,train,train,False
Y_001020.jpg,val,val,False
Y_001021.jpg,train,train,False
Y_001022.jpg,train,train,False
Y_001024.jpg,train,train,False
Y_001025.jpg,val,val,False
Y_001026.jpg,val,train,True
Y_001028.jpg,train,train,False
Y_001029.jpg,val,val,False
Y_001030.jpg,val,val,False
Y_001031.jpg,val,val,False
Y_001032.jpg,val,val,False
Y_001033.jpg,train,train,False
Y_001034.jpg,train,train,False
Y_001035.jpg,train,train,False
Y_001037.jpg,train,train,False
Y_001038.jpg,train,train,False
Y_001039.jpg,train,train,False
Y_001052.jpg,val,val,False
Y_001077.jpg,train,train,False
Y_001124.jpg,train,train,False
Y_001126.jpg,train,train,False
Y_001133.jpg,train,train,False
Y_001134.jpg,train,train,False
Y_001135.jpg,train,train,False
Y_001136.jpg,val,val,False
Y_001137.jpg,train,train,False
Y_001139.jpg,train,train,False
Y_001140.jpg,train,train,False
Y_001141.jpg,train,train,False
Y_001143.jpg,train,train,False
Y_001144.jpg,train,train,False
Y_001145.jpg,val,val,False
Y_001146.jpg,train,train,False
Y_001147.jpg,train,train,False
Y_001148.jpg,train,train,False
Y_001150.jpg,val,val,False
Y_001151.jpg,val,val,False
Y_001154.jpg,val,val,False
Y_001155.jpg,train,train,False
Y_001156.jpg,val,val,False
Y_001157.jpg,train,train,False
Y_001158.jpg,val,val,False
Y_001159.jpg,train,train,False
Y_001160.jpg,train,train,False
Y_001162.jpg,val,val,False
Y_001163.jpg,train,train,False
Y_001164.jpg,train,train,False
Y_001165.jpg,train,train,False
Y_001166.jpg,train,train,False
Y_001167.jpg,train,train,False
Y_001168.jpg,train,train,False
Y_001169.jpg,train,train,False
Y_001170.jpg,train,train,False
Y_001171.jpg,train,train,False
Y_001172.jpg,train,train,False
Y_001173.jpg,train,train,False
Y_001175.jpg,val,val,False
Y_001176.jpg,train,train,False
Y_001178.jpg,val,val,False
Y_001179.jpg,train,train,False
Y_001180.jpg,val,val,False
Y_001181.jpg,train,train,False
Y_001182.jpg,train,train,False
Y_001183.jpg,train,train,False
Y_001184.jpg,train,train,False
Y_001185.jpg,train,train,False
Y_001186.jpg,train,train,False
Y_001187.jpg,val,val,False
Y_001189.jpg,train,train,False
Y_001190.jpg,train,train,False
Y_001191.jpg,train,train,False
Y_001192.jpg,train,train,False
Y_001193.jpg,val,val,False
Y_001194.jpg,train,train,False
Y_001195.jpg,train,train,False
Y_001197.jpg,val,val,False
Y_001198.jpg,train,train,False
Y_001199.jpg,train,train,False
Y_001200.jpg,val,val,False
Y_001201.jpg,train,train,False
Y_001202.jpg,train,train,False
Y_001203.jpg,train,train,False
Y_001204.jpg,train,train,False
Y_001205.jpg,train,train,False
Y_001206.jpg,train,train,False
Y_001207.jpg,val,val,False
Y_001208.jpg,train,train,False
Y_001209.jpg,train,train,False
Y_001210.jpg,val,val,False
Y_001211.jpg,train,train,False
Y_001212.jpg,train,train,False
Y_001213.jpg,train,train,False
Y_001214.jpg,train,train,False
Y_001215.jpg,val,val,False
Y_001216.jpg,train,train,False
Y_001217.jpg,train,train,False
Y_001220.jpg,val,val,False
Y_001221.jpg,val,val,False
Y_001222.jpg,train,train,False
Y_001229.jpg,train,train,False
Y_001231.jpg,train,train,False
Y_001236.jpg,train,train,False
Y_001240.jpg,train,train,False
Y_001243.jpg,val,val,False
Y_001244.jpg,train,train,False
Y_001249.jpg,train,train,False
Y_001250.jpg,train,train,False
Y_001253.jpg,train,train,False
Y_001254.jpg,train,train,False
Y_001255.jpg,val,val,False
Y_001257.jpg,train,train,False
Y_001258.jpg,train,train,False
Y_001259.jpg,val,val,False
Y_001260.jpg,train,train,False
Y_001261.jpg,val,val,False
Y_001262.jpg,train,train,False
Y_001263.jpg,val,val,False
Y_001264.jpg,train,train,False
Y_001265.jpg,train,train,False
Y_001266.jpg,train,train,False
Y_001267.jpg,train,train,False
Y_001273.jpg,train,train,False
Y_001275.jpg,val,val,False
Y_001276.jpg,val,val,False
Y_001279.jpg,val,val,False
Y_001288.jpg,val,val,False
Y_001289.jpg,train,train,False
Y_001290.jpg,train,train,False
Y_001291.jpg,train,train,False
Y_001292.jpg,train,train,False
Y_001293.jpg,train,train,False
Y_001294.jpg,train,train,False
Y_001296.jpg,train,train,False
Y_001297.jpg,train,train,False
Y_001310.jpg,val,val,False
Y_001318.jpg,train,train,False
Y_001324.jpg,train,train,False
Y_001325.jpg,train,train,False
Y_001326.jpg,train,train,False
Y_001339.jpg,train,train,False
Y_001343.jpg,train,train,False
Y_001346.jpg,train,train,False
Y_001351.jpg,train,train,False
Y_001356.jpg,train,train,False
Y_001357.jpg,train,train,False
Y_001358.jpg,train,train,False
Y_001359.jpg,val,val,False
Y_001360.jpg,val,val,False
Y_001361.jpg,val,val,False
Y_001362.jpg,train,train,False
Y_001363.jpg,train,train,False
Y_001364.jpg,train,train,False
Y_001365.jpg,train,train,False
Y_001366.jpg,train,train,False
Y_001367.jpg,train,train,False
Y_001368.jpg,train,train,False
Y_001369.jpg,train,train,False
Y_001370.jpg,train,train,False
Y_001372.jpg,train,train,False
Y_001374.jpg,train,train,False
Y_001375.jpg,train,train,False
Y_001377.jpg,train,train,False
Y_001378.jpg,val,val,False
Y_001390.jpg,train,train,False
Y_001399.jpg,val,val,False
Y_001405.jpg,train,train,False
Y_001406.jpg,train,train,False
Y_001419.jpg,train,train,False
Y_001424.jpg,train,train,False
Y_001425.jpg,train,train,False
Y_001427.jpg,train,train,False
Y_001436.jpg,val,val,False
Y_001439.jpg,train,train,False
Y_001443.jpg,train,train,False
Y_001448.jpg,train,train,False
Y_001451.jpg,train,train,False
Y_001452.jpg,train,train,False
Y_001457.jpg,train,train,False
Y_001459.jpg,train,train,False
Y_001471.jpg,train,train,False
Y_001473.jpg,val,val,False
Y_001475.jpg,val,val,False
Y_001476.jpg,train,train,False
Y_001484.jpg,train,train,False
Y_001485.jpg,val,val,False
Y_001488.jpg,val,val,False
Y_001497.jpg,val,val,False
Y_001499.jpg,train,train,False
Y_001500.jpg,val,val,False
Y_001507.jpg,train,train,False
Y_001510.jpg,train,train,False
Y_001527.jpg,val,val,False
Y_001530.jpg,train,train,False
Y_001544.jpg,train,train,False
Y_001546.jpg,train,train,False
Y_001548.jpg,train,train,False
Y_001551.jpg,train,train,False
Y_001553.jpg,train,train,False
Y_001560.jpg,train,train,False
Y_001563.jpg,train,train,False
Y_001564.jpg,train,train,False
Y_001565.jpg,train,train,False
Y_001569.jpg,val,val,False
Y_001570.jpg,train,train,False
Y_001571.jpg,train,train,False
Y_001576.jpg,train,train,False
Y_001580.jpg,train,train,False
Y_001587.jpg,train,train,False
Y_001589.jpg,train,train,False
Y_001595.jpg,train,train,False
Y_001610.jpg,train,train,False
Y_001611.jpg,train,train,False
Y_001612.jpg,val,val,False
Y_001613.jpg,train,train,False
Y_001614.jpg,train,train,False
Y_001615.jpg,val,val,False
Y_001616.jpg,train,train,False
Y_001618.jpg,train,train,False
Y_001619.jpg,train,train,False
Y_001620.jpg,val,val,False
Y_001621.jpg,train,train,False
Y_001622.jpg,train,train,False
Y_001624.jpg,train,train,False
Y_001626.jpg,train,train,False
Y_001650.jpg,val,val,False
Y_001651.jpg,val,val,False
Y_001659.jpg,train,train,False
Y_001660.jpg,train,train,False
Y_001661.jpg,train,train,False
Y_001663.jpg,val,val,False
Y_001665.jpg,train,train,False
Y_001666.jpg,val,val,False
Y_001667.jpg,train,train,False
Y_001669.jpg,train,train,False
Y_001671.jpg,train,train,False
Y_001672.jpg,train,train,False
Y_001673.jpg,train,train,False
Y_001674.jpg,val,val,False
Y_001675.jpg,train,train,False
Y_001676.jpg,val,val,False
Y_001677.jpg,train,train,False
Y_001680.jpg,train,train,False
Y_001681.jpg,train,train,False
Y_001682.jpg,train,train,False
Y_001683.jpg,train,train,False
Y_001684.jpg,train,train,False
Y_001769.jpg,train,train,False
Y_001771.jpg,train,train,False
Y_001772.jpg,train,train,False
Y_001773.jpg,val,val,False
Y_001774.jpg,train,train,False
Y_001777.jpg,val,val,False
Y_001778.jpg,train,train,False
Y_001779.jpg,train,train,False
Y_001780.jpg,train,train,False
Y_001781.jpg,train,train,False
Y_001782.jpg,train,train,False
Y_001783.jpg,val,val,False
Y_001784.jpg,train,train,False
Y_001785.jpg,train,train,False
Y_001786.jpg,val,val,False
Y_001787.jpg,train,train,False
Y_001788.jpg,train,train,False
Y_001789.jpg,val,val,False
Y_001790.jpg,train,train,False
Y_001791.jpg,train,train,False
Y_001793.jpg,train,train,False
Y_001795.jpg,train,train,False
Y_001796.jpg,train,train,False
Y_001797.jpg,train,train,False
Y_001798.jpg,train,train,False
Y_001799.jpg,train,train,False
Y_001800.jpg,train,train,False
Y_001801.jpg,train,train,False
Y_001802.jpg,train,train,False
Y_001803.jpg,val,val,False
Y_001804.jpg,train,train,False
Y_001805.jpg,train,train,False
Y_001806.jpg,train,train,False
Y_001807.jpg,train,val,True
Y_001808.jpg,train,train,False
Y_001809.jpg,train,train,False
Y_001810.jpg,train,train,False
Y_001811.jpg,val,val,False
Y_001812.jpg,val,val,False
Y_001813.jpg,train,train,False
Y_001814.jpg,val,val,False
Y_001815.jpg,train,train,False
Y_001817.jpg,train,train,False
Y_001819.jpg,train,train,False
Y_001820.jpg,train,train,False
Y_001821.jpg,train,train,False
Y_001822.jpg,train,train,False
Y_001823.jpg,train,train,False
Y_001824.jpg,train,train,False
Y_001825.jpg,val,val,False
Y_001826.jpg,train,train,False
Y_001827.jpg,train,train,False
Y_001828.jpg,train,train,False
Y_001829.jpg,train,train,False
Y_001830.jpg,train,train,False
Y_001831.jpg,train,train,False
Y_001832.jpg,val,val,False
Y_001833.jpg,train,train,False
Y_001834.jpg,train,train,False
Y_001835.jpg,train,train,False
Y_001836.jpg,train,train,False
Y_001837.jpg,val,val,False
Y_001838.jpg,train,train,False
Y_001839.jpg,train,train,False
Y_001840.jpg,train,train,False
Y_001841.jpg,train,train,False
Y_001842.jpg,train,train,False
Y_001843.jpg,train,train,False
Y_001844.jpg,train,train,False
Y_001845.jpg,val,val,False
Y_001846.jpg,val,val,False
Y_001847.jpg,train,train,False
Y_001848.jpg,train,train,False
Y_001851.jpg,train,train,False
Y_001852.jpg,val,val,False
Y_001853.jpg,train,train,False
Y_001854.jpg,train,train,False
Y_001855.jpg,train,train,False
Y_001857.jpg,val,val,False
Y_001858.jpg,train,train,False
Y_001859.jpg,train,train,False
Y_001860.jpg,val,val,False
Y_001861.jpg,val,val,False
Y_001863.jpg,train,train,False
Y_001864.jpg,val,val,False
Y_001865.jpg,train,train,False
Y_001866.jpg,train,train,False
Y_001867.jpg,train,train,False
Y_001868.jpg,train,train,False
Y_001869.jpg,train,train,False
Y_001870.jpg,train,train,False
Y_001871.jpg,val,val,False
Y_001872.jpg,train,train,False
Y_001873.jpg,train,train,False
Y_001874.jpg,train,train,False
Y_001875.jpg,train,train,False
Y_001876.jpg,train,train,False
Y_001877.jpg,train,train,False
Y_001878.jpg,train,train,False
Y_001879.jpg,train,train,False
Y_001880.jpg,val,val,False
Y_001881.jpg,train,train,False
Y_001882.jpg,val,val,False
Y_001883.jpg,train,train,False
Y_001884.jpg,train,train,False
Y_001885.jpg,train,train,False
Y_001886.jpg,train,train,False
Y_001887.jpg,train,train,False
Y_001888.jpg,train,train,False
Y_001890.jpg,train,train,False
Y_001891.jpg,train,train,False
Y_001892.jpg,train,train,False
Y_001893.jpg,train,train,False
Y_001894.jpg,train,train,False
Y_001895.jpg,train,train,False
Y_001896.jpg,train,train,False
Y_001897.jpg,train,train,False
Y_001898.jpg,train,train,False
Y_001899.jpg,train,train,False
Y_001900.jpg,val,val,False
Y_001901.jpg,train,train,False
Y_001902.jpg,train,train,False
Y_001903.jpg,train,train,False
Y_001904.jpg,train,train,False
Y_001905.jpg,train,train,False
Y_001906.jpg,train,train,False
Y_001907.jpg,train,train,False
Y_001908.jpg,train,train,False
Y_001909.jpg,train,train,False
Y_001910.jpg,train,train,False
Y_001911.jpg,train,train,False
Y_001912.jpg,train,train,False
Y_001913.jpg,train,train,False
Y_001914.jpg,train,train,False
Y_001915.jpg,val,val,False
Y_001916.jpg,train,train,False
Y_001917.jpg,train,train,False
Y_001918.jpg,train,train,False
Y_001919.jpg,train,train,False
Y_001920.jpg,val,val,False
Y_001921.jpg,train,train,False
Y_001922.jpg,train,train,False
Y_001923.jpg,train,train,False
Y_001924.jpg,val,val,False
Y_001925.jpg,train,train,False
Y_001926.jpg,train,train,False
Y_001927.jpg,train,train,False
Y_001928.jpg,train,train,False
Y_001929.jpg,train,train,False
Y_001930.jpg,train,train,False
Y_001931.jpg,val,val,False
Y_001932.jpg,train,train,False
Y_001933.jpg,train,train,False
Y_001935.jpg,train,train,False
Y_001936.jpg,val,val,False
Y_001937.jpg,train,train,False
Y_001938.jpg,train,train,False
Y_001939.jpg,train,train,False
Y_001940.jpg,train,train,False
Y_001941.jpg,train,train,False
Y_001942.jpg,val,val,False
Y_001943.jpg,train,train,False
Y_001944.jpg,train,train,False
Y_001945.jpg,train,train,False
Y_001946.jpg,val,val,False
Y_001947.jpg,train,train,False
Y_001948.jpg,train,train,False
Y_001949.jpg,train,train,False
Y_001950.jpg,train,train,False
Y_001951.jpg,train,train,False
Y_001952.jpg,train,train,False
Y_001957.jpg,train,train,False
Y_001959.jpg,train,train,False
Y_001960.jpg,train,train,False
Y_001962.jpg,train,train,False
Y_001963.jpg,train,train,False
Y_001964.jpg,val,val,False
Y_001965.jpg,val,val,False
Y_001967.jpg,val,val,False
Y_001968.jpg,train,train,False
Y_001969.jpg,train,train,False
Y_001970.jpg,train,train,False
Y_001971.jpg,train,train,False
Y_001972.jpg,val,val,False
Y_001973.jpg,train,train,False
Y_001974.jpg,val,val,False
Y_001975.jpg,train,train,False
Y_001976.jpg,train,train,False
Y_001977.jpg,val,val,False
Y_001978.jpg,train,train,False
Y_001982.jpg,train,train,False
Y_001985.jpg,val,val,False
Y_001986.jpg,val,val,False
Y_001987.jpg,train,train,False
Y_001988.jpg,train,train,False
Y_001989.jpg,train,train,False
Y_001990.jpg,train,train,False
Y_001991.jpg,val,val,False
Y_001992.jpg,val,val,False
Y_001993.jpg,train,train,False
Y_001994.jpg,train,train,False
Y_001995.jpg,train,train,False
Y_001996.jpg,train,train,False
Y_001997.jpg,train,train,False
Y_001998.jpg,val,val,False
Y_001999.jpg,train,train,False
Y_002001.jpg,train,train,False
Y_002002.jpg,train,train,False
Y_002003.jpg,val,val,False
Y_002004.jpg,train,train,False
Y_002005.jpg,train,train,False
Y_002006.jpg,val,val,False
Y_002007.jpg,train,train,False
Y_002015.jpg,train,train,False
Y_002016.jpg,train,train,False
Y_002017.jpg,train,train,False
Y_002018.jpg,train,train,False
Y_002019.jpg,train,train,False
Y_002020.jpg,val,val,False
Y_002021.jpg,train,train,False
Y_002022.jpg,train,train,False
Y_002023.jpg,train,train,False
Y_002026.jpg,train,train,False
Y_002027.jpg,val,val,False
Y_002028.jpg,val,val,False
Y_002029.jpg,train,train,False
Y_002030.jpg,val,val,False
Y_002031.jpg,train,train,False
Y_002032.jpg,train,train,False
Y_002033.jpg,train,train,False
Y_002034.jpg,val,val,False
Y_002035.jpg,train,train,False
Y_002036.jpg,train,train,False
Y_002037.jpg,train,train,False
Y_002039.jpg,val,val,False
Y_002040.jpg,train,train,False
Y_002041.jpg,train,train,False
Y_002042.jpg,train,train,False
Y_002043.jpg,train,train,False
Y_002044.jpg,val,val,False
Y_002045.jpg,train,train,False
Y_002046.jpg,val,val,False
Y_002047.jpg,train,train,False
Y_002048.jpg,train,train,False
Y_002050.jpg,train,train,False
Y_002051.jpg,train,train,False
Y_002052.jpg,train,train,False
Y_002053.jpg,val,val,False
Y_002054.jpg,train,train,False
Y_002055.jpg,train,train,False
Y_002056.jpg,train,train,False
Y_002057.jpg,train,train,False
Y_002058.jpg,val,val,False
Y_002059.jpg,val,val,False
Y_002060.jpg,train,train,False
Y_002061.jpg,train,train,False
Y_002062.jpg,val,val,False
Y_002064.jpg,val,val,False
Y_002065.jpg,train,train,False
Y_002066.jpg,train,train,False
Y_002067.jpg,val,val,False
Y_002068.jpg,train,train,False
Y_002069.jpg,train,train,False
Y_002070.jpg,train,train,False
Y_002071.jpg,train,train,False
Y_002072.jpg,train,train,False
Y_002073.jpg,train,train,False
Y_002074.jpg,train,train,False
Y_002075.jpg,train,train,False
Y_002076.jpg,train,train,False
Y_002077.jpg,train,train,False
Y_002078.jpg,train,train,False
Y_002080.jpg,train,train,False
Y_002081.jpg,val,val,False
Y_002082.jpg,train,train,False
Y_002083.jpg,train,train,False
Y_002084.jpg,train,train,False
Y_002085.jpg,train,train,False
Y_002086.jpg,train,train,False
Y_002087.jpg,train,train,False
Y_002088.jpg,train,train,False
Y_002089.jpg,train,train,False
Y_002090.jpg,train,train,False
Y_002091.jpg,train,train,False
Y_002092.jpg,train,train,False
Y_002093.jpg,val,val,False
Y_002094.jpg,train,train,False
Y_002095.jpg,val,val,False
Y_002096.jpg,val,val,False
Y_002097.jpg,train,train,False
Y_002098.jpg,train,train,False
Y_002099.jpg,train,train,False
Y_002100.jpg,train,train,False
Y_002103.jpg,train,train,False
Y_002104.jpg,train,train,False
Y_002105.jpg,train,train,False
Y_002106.jpg,train,train,False
Y_002107.jpg,train,train,False
Y_002108.jpg,train,train,False
Y_002109.jpg,val,val,False
Y_002110.jpg,train,train,False
Y_002111.jpg,train,train,False
Y_002112.jpg,train,train,False
Y_002113.jpg,train,train,False
Y_002114.jpg,val,val,False
Y_002115.jpg,val,val,False
Y_002116.jpg,train,train,False
Y_002117.jpg,val,val,False
Y_002118.jpg,train,train,False
Y_002119.jpg,val,val,False
Y_002120.jpg,train,train,False
Y_002121.jpg,train,train,False
Y_002122.jpg,val,val,False
Y_002124.jpg,train,train,False
Y_002125.jpg,val,val,False
Y_002126.jpg,val,val,False
Y_002127.jpg,val,val,False
Y_002128.jpg,train,train,False
Y_002129.jpg,train,train,False
Y_002130.jpg,train,train,False
Y_002131.jpg,train,train,False
Y_002132.jpg,train,train,False
Y_002133.jpg,val,val,False
Y_002134.jpg,train,train,False
Y_002135.jpg,val,val,False
Y_002136.jpg,train,train,False
Y_002137.jpg,train,train,False
Y_002139.jpg,train,train,False
Y_002141.jpg,train,train,False
Y_002143.jpg,train,train,False
Y_002144.jpg,train,train,False
Y_002145.jpg,train,train,False
Y_002146.jpg,train,train,False
Y_002147.jpg,train,train,False
Y_002148.jpg,train,train,False
Y_002149.jpg,val,val,False
Y_002150.jpg,train,train,False
Y_002151.jpg,train,train,False
Y_002152.jpg,train,train,False
Y_002153.jpg,train,train,False
Y_002154.jpg,train,train,False
Y_002155.jpg,train,train,False
